id,texts,labels
338,pek hoşuma gitmedi benim o kadar sıktım 5 dakika bilee sürmedi,negative
339,bende etki olmadı hic guzel degil ürün,negative
340,cok kali̇tesi̇z bence hi̇ç bi̇r yararini görmedi̇m. geyi̇kli̇ olani var o efsane bende yorumlari okuyarak aldim ama etki̇si̇ yok denecek kadar az hemen bi̇ti̇yor,negative
341,bende işe yaramadı,negative
342,bes kurus etmez bir isede yaramaz paranizi cope atacaksaniz buyrun alin :),negative
343,hemen geldi ama anlatıldığı gibi değil. bir işe yaramadı,negative
344,en ufak bir faydasını görmedim. dediği gibi kullandım ama bi faydası olmadı,negative
345,"kesinlikle bir işe yaramadı paraniza yazık etmeyin , bunlar sağlık ürünü olarak geçtiği için içerisinde reçete adına bir şey yok bence boş bir ürün",negative
346,can yakmaktan başka bir işe yaramıyor bu kadar iyi yoruma inanıpta aldım. i̇nsanları kandırmayın. kaş yapalım derken göz çıkartıyorduk arkadaş. yazık çok yazık. tavsiye falan etmiyorum. nokta!,negative
347,kesinlikle inanmayin!!!,negative
348,hiçbir etkisi yok..,negative
349,bilmiyorum banamı uymadı yoksa bana gelen ürünmü bozuktu ama hiç bir etkisini göremedim.,negative
350,bişeye yaramıyor boşuna paranızı vermeyinn,negative
351,ben memnun kalmadım,negative
352,kullanan kisilerin yorumlarina inanarak siparis verdim..malesef sadece azcik bir yanma azcik bir uyusma disinda hicbir faydasini gormedim.yorumlarda 35-40 dakika yazmis birisi birak o kadari ben 5 dakikayada raziydim.sonuc hüsran...,negative
353,deodorant gibi cok fazla püskürtmesi var sivasan bile bir etkisi yok.yanlis kullanmadim.tek yanlis yorumlara bakarak almam oldu.bundan sonra bir ürün alirken en olumsuz yorunlari kaile alicam.sizde öyle yapin,negative
354,hiç bir ise yaramadı ,negative
355,hiç bir farklılık göremedim 15-20 dk bekleme me rağmen.,negative
356,hiç bir etkisini görmedim yakmaktan başka etkisi yok su katıp göndermişler sanki.,negative
357,hiç ama hiç bir faydası yok. yakmaktan başka,negative
358,ürünün hiç bi yararı yok,negative
359,"geciktirici özelliğini hiç göremedim, aksine birde performans düşürdü",negative
360,hic ise yaramadi,negative
361,arkadaşlar ürünü iki defa kullandı  hiç bir işe yaramıyor,negative
362,az bi yakmadan baska bi ise yaramiyan bir urun cope attim,negative
363,arkadaş bana gelen ürün mü farklı anlamadım hiç bir etkisi yok ister on dk ister yarım saat bekle. eskiden sıkınca hafif yanma olurdu ve az uyuşurdu. kesinlikle eskiden çok daha etkiliydi olması gerektiği gibi. şimdi sıkınca sarı bi köpükle sıvı istediğini yap fiyasko. eskiye dönün bırakın az yanma olsun. ,negative
364,bende hiç bir işe yaramadı.,negative
365,berbat hiç bir işe yaramıyor,negative
366,hiç bir etkisi yok. yorumlara bakıp almıştım ama yanıldım. ilk defa aldığım bir üründen pişman oldum.,negative
367,hiç faydasını görmedim,negative
368,,negative
369,"kesinlikle tavsiye etmiyorum, hiç bir etkisi yok",negative
370,arkadaslar hic bir ise yaramiyor bosuna almayin,negative
371,i̇nternette baktım anlatılanların hepsini uyguladım hiç bir faydası dokunmuyor . genede ziyan olmasın diye kullanıyorum ama hiç bir etkisini görmedim ,negative
372,ürün anlatıldığı gibi değil hiçbir etkisini görmedim.,negative
373,hiç bir etkisi yok daha önce denedigim bazı markalar yakıyordu ufaktan bir etki oluyordu uyusma gibi ama bunda hiç bir sey yokkkk ,negative
374,26 sında sipariş verdim 27 sinde geldi ancak daha öncede yaşadığım bir kaç marka üründe olduğu gibi bu üründe hiç bir işe yaramadı ve kullanmadan param çöpe gitti. tavsiye etmiyorum.sakın....,negative
375,yorumlar da olduğu gibi degil  hiç bir etkisi yok hiçte tavsiye etmem ,negative
376,hiç bir işe yaramıyor.  boşuna alip paranizi çöpe atmayin. her türlü denedim 30 dk 20 dk 10 dk önce hic bir etkisi yok,negative
377,pişman oldum boşuna para vermeyin derim,negative
378,alıcı arkadaşlara almayın derim. hiç bir etkisi yok ilişkiden 20 dakka önce kullanmama rağmen en ufak bir etki göstermedi .daha önce kullandığım ürünü mumla arıyorum ,negative
379,yorumlara göre hareket ettim ama başarısız bi ürün etkisi olmadı,negative
380,"bu üründen daha önce almış kullanmış ve çok beğenmiştim. daha sonra bir tane daha sipariş verdim, gelen ürünün ilki ile hiç alakası yoktu, sıktığınız zaman kahverengi renkte sanki paslı gibi köpük şeklinde bir sıvı çıkıyordu, kokusu çok ağırdı ve tene değdiğinde yakıcıydı, son kullanma tarihini de kontrol ettim ama süresinin dolmasına yaklaşım 9 ay falan vardı, tabi ki kullanmadan direk çöpe attım. sanırım bu ürün bozuldu dedim ve daha sonra geçen hafta yine bir tane daha sipariş verdim, bu üründe ay şekilde çıktı. belirttiğim hususları ürünün üreticilerinin ve ürünü almayı düşünenlerin göz önünde bulundurmasını tavsiye ediyorum. hepsi burada ya da hızlı gönderim için teşekkür ediyorum...",negative
381,"yol tutuşu çok kötü sıcak asfaltta sürekli kayma,  savrulma eğiliminde, esp kafayı yiyor. konfor ve yol sesi açısından fiyatının üstünde bir lastik",negative
382,ucuz diye aliyorsaniz alin ama performasdan bahseyelim. firenede basmayin,negative
383,cok ince yanakları var mecburiyetten aldım ön tekeri yardımm ufacık daha kalkarken kaldırımın cıkkın gerine denk geldi anında yarıldı düzen bozulmasın diye yeniden alıcam,negative
384,ürünün kapasitesi yüksek olabilir; ancak boyutu büyük ve o kadar ağır ki ! ,negative
385,"yarım kilo diyeceğim neredeyse, kızıp birine atsam kafası kırılır.",negative
386,değil cebimde çantamda taşımak bile sorun olurdu. kullanmadan geri gönderdim.,negative
387,cihaz zamanında elime ulaştı ve ıphone telefonumu 6 defa şarj edebiliyorum ancak cihaz diğer cihazlara göre oldukça ağır bunu göz önünde bulundurmanızı tavsiye ediyorum.,negative
388,20000 mah gerçeği yansıtmıyor. bu ixaomi değil bütün taşınabilir şarj aletleri için geçerli. ıphone 6 nın pili 1560mah. bu hesaba göre ıphone 6 yı 12 kez şarj etmesi gerek ama özelliklerinde 7 yazıyor. yani bu cihaz 20000 mah değil. 1tb diye aldığınız hdd yi bilgisayarın 920gb görmesi gibi bişey bu. buda badsector deniliyor. ama taşınabilir şarj aletlerinde çok fazla far yaratıyor 12 nerede 7 nerede yarısı kadar hemen hemen.,negative
389,kısa sürede şarj olan telefonun şarjı daha kısa sürede bitti. hem büyük hem ağır. büyüklüğünü göze alıp aynı boyutta performans bekleyenlere şimdiden hayırlı olsun. hayal kırıklığı...,negative
390,"i̇phone 6s kullanıyorum, boyutu 6s'den daha büyük ayrıca ilk şarjda 18-19 saatte doldu diyebilirim. yani 20.000mah. olduguna bakmayın onu doldurmasıda ayrı bir dert yanınızda taşıması apayrı bi dert. hata ettim diyebilirim daha önce asus 10500mah vardı çok memnundum taşıması şarj süresi iyiydi arkadaşlar. ben açıkcası önermiyorum ve tavsiye etmem pişmanda oldum ama iş işten geçti.",negative
391,urunu süper hızlı aldım lakin 10 gün boyunca zor geçti kaç defa aradım su bu neyse urun güzel lakin büyük ağır boyutu ağırlı önemli değil bana guc olsun dayanlik hakkını veren diyorsanız mi ve mi ürünleri premuim,negative
392,ürünü şarj ederken ışıkları yanıp sönüyor 4_5 mah enerji oraya gidiyor .çok acemice bir üretim hatası.,negative
393,cildi tahriş ediyor. bıçağın plastiğin jeli kurumuş olduğundan cildi tahriş ediyor.,negative
394,ürün geldi̇ ama şampuan görünenden oldukça küçük,negative
395,ben hiç beğenmedim.hatta orjinal olup olmadığını bile düşünmeye başladım.yedekli deniyor.makinede sadece bir adet bıcak var.ben makine ve birtanede yanında yedek bıcak var sandım ama değilmiş.,negative
396,ürün görsellerine bakıp karar vermeyin derim. özelliklere baktğımda renkli çıktı alınabildiği görülüyor fakat yazıcı tamamen siyah-beyaz. renkli aramayanlara tavsiye ederim.,negative
397,bu yazıcılarda chip olmasından dolayı her defasında yeni kartuş alınması gerekiyor. bu da tonerleri pahalıya getirmektedir. chip olmayan yazıcıları tavsiye ederim.,negative
398,yeni paketleri ilk defa kullandık bebek teninde kırmızılıklar oluştu. kokusu da çok kötü. yeni urunde kalite kötü. ,negative
399,görüntüsü di̇ğer pri̇ma bezlere göre kötü. di̇ğer bezler gi̇bi̇ i̇nce ama suana kadar sizdirmadi,negative
400,"diğer normal bezlerden bir farkı kalmamış bence. bezi çocuk çok doldurmazsa gündüzleri için falan iyi ancak gece yoğun idrar yaparsa kesinlikle taşıyor. kızımın zıbınından yatak çarşafına kadar ıslaktı. tavsiye etmiyorum... eski ürün bundan çok daha kaliteliydi ve taşma yapmıyordu. tekrar söylüyorum ""tavsiye etmiyorum""",negative
401,"i̇ki buçuk yıldır primalar dan asla vazgeçmediğim ürün  son 3 ile 4 ay içerisinde almış olduğum primalar beni baya şaşırtı. i̇ki bebeğim için aldığım primalar bebeklerimi pişik yapıyor,hem sızıyor hemde kötü kokuyor. artık güvenim sarstı. kalitesi baya düştü ilgililere dikkatine diyorum",negative
402,ben size 5 numaranın 126 lık paketini tavsiye ederim. mega paket. onlar çok daha avantajlı. benden söylemesi.,negative
403,saklama kutusu 1 adet geldi 2 adet diş fırçası için 1 adet saklama kutusu gelmesi enterasan oldu,negative
404,ürün 2 tane ama kutudan tek sarj alet ve tek taşıma  kutusu çıkıyor.  bunlsr büyük  eksiler. fircalama konusu başarılı ,negative
405,ürün gayet kullanışlı ve sağlam ona lafım ama 2. fırçaya maliyeti 1-2 tl olan kutuyu vermemeleri garip... böyle bir marka o kadar düşük maliyetli bir paraçyı neden pakete dahil etmez anlayamadım...,negative
406,çok kötü çünkü ürünü aldıktan yaklaşık bir ay sonra kargolandı ama fırçalar iyi,negative
407,"tamam iyi fırçalıyor tamam iyi temizliyor ama 28 dakikalık bi çalışma sonrasında 22 saat boyunca şarj etmek nedir. şarj süresi çalışma süresinin 44 katı. o 28 dakikalık çalışma süresinde bu cihaz atom mu parçalıyor , lazer mi atıyor gurban olduğum biri bana bunu açıklasın lütfen. ",negative
408,eh i̇şte,negative
409,"ürün gerçekten başarısız. i̇lkkez şarjlı diş fırçası satın aldım, ilk fırçalamalarda dişeti kanaması yaşadım (ki her gün manuel fırça ile fırçalıyordum). bunun yanında temizlik anlamında çok üstün bir şey söz konusu değil. titreşimden dolayı insanın resmen kafası oynuyor. sağlık ürünü olduğu için ürünü de iade edemiyorum. sesi çok fazla, kimseye önermiyorum.",negative
410,"ilkkez bu tarz birşey kullanan birisi olarak reklamlara kandığımı düşünüyorum, o kadar da beğenmedim, ürün çok uzun 1 karış civarı, kafalarına banyodaki uçuşan mikropları korumak için bir koruma aparatı yapmayı düşünmemişler. fırça başlıkları tam tur atmıyor sadece titriyor kafalar da küçük olduğu için temizlediği alan sınırlı, normal firca daha kullanışlı bence.  2 tane makine 2 tane başlık geldi ama 2 başlıgında belinde pembe halka vardı, farklı renk koysalar kimin fırcası kimin olduğu belli olurdu. şarj aleti ise kablosuz olarak yerine tkınca sarj ediyor. sarj etmek istemezsenizyine sarj aparatının sağında ve solunda 2 ayak daha var onlara takılı olarak dik durabiliyor ama dige ayaklar biraz küçük makine eğik duruyor. resimde görünen  üstünde güç simgesi olan kutu ise seyahat kutusu ama tek fırçalık. arıca dişi fırçalarken ise sanki dişci dişinizi oyuyor gibi bir ses duyuyorsunuz kafa tasınızda. yorumlarda bu kadar çok begenen olması çok ilginç geldi bana. şu anki tecrübem olsaydı almazdım.  ",negative
411,"ürünün içinden bir adet 3757 model numaralı şarj aleti ile iki adet 3756 model numaralı fırça sapı (handle) çıkıyor. 3756 model numaralı fırça sapının çok bastırdığınızda sizi ışıkla uyaran basınç sensörü bulunmuyor. ben basınç sensörü özelliği var diye aldım ancak şimdi anlıyorum ki bu özellik mevcut değil. ürün açıklamaları yetersiz olduğundan bu hatayı yaptım, oysaki diş hekimim mutlaka bu özelliğe sahip ürünü almamı tembihlemişti. geri göndermeyle uğraşamayacağım için ürünü kullanacağım. başlangıç seviye eski model bir ürün, dikkat ederek alın.",negative
412,fiyatından oturu 2.kez alıp renklilerde kullanırım dediğim ve her seferinde asla bir daha almicam dedirten bir ürün. ,negative
413,"hepsi burada.com'da ürünün fiyati çok avantajlı olduğu için çok kirli, lekeli olmayan ( yakalar dahil az kirli olacak) ve çoğunlukla renklilerde kullanmanizi tavsiye ederim. bir tek kokusu çok yoğun. bu da bazı kadınlara çok temiz oldu hissini uyandırır. alo'nun pazarlama taktiği sanırım...",negative
414,aldığım alo toz deterjan cok kötü. ,negative
415,deterjan gözünde katılaşıp kaliyor ve çamaşırlar temiz yikanmiyor.,negative
416,diğer deterjanlarda bunlar olmuyor...,negative
417,ben ayri zannetti̇m.eli̇megeçti̇ği̇nde baktim nete.ayri olsaymiş daha i̇yi̇ymi̇ş.,negative
418,ben iki adet sipariş etim ama pişman oldum görüntülü konşma bnim için çk önemli ama 3g görüntülü konuşma ykmuş malesef normalde bütün samsung telefonlarda var....,negative
419,ben samsung markasına ve belirtilen özelliklerine en önemlisi hepsiburada.com sitesine güvenerek aldım. ancak tam bir hayal kırıklığı. ben samsung kullanıcıyım. bu telefonu maalesef tavsiye edemem. ,negative
420,çok şık bir telefon ama cekiş gücü sıfır,negative
421,pek beklediğimgibi çıkmadı,negative
422,bir müddet sonra yavaşlama yapıyor !!!!!! pil ömrü çok kısa . olmamiş,negative
423,ürün çok güzel ama mobil veri telefonu kapatıp açmaya na kadar devreye girmiyor  ikide bir telefonu kapatıp açmak zorunda kalıyorum ,negative
424,"akşam normal oda ışığında kamera sanki vga gibi çekiyor kalitesi kötü ama gündüz daha iyi ama yinede kötü a5 2016 ve a7 2016 nın kameraları ile karşılaştırdım a serisi harika yakınlaşınca hiç bozmuyor ama bu öyle değil. kısacası görünüm olarak, işlemci ve ram olarak iyi sayılır ama kamera olarak vasat",negative
425,iyi,negative
426,ürün bu gün elime ulaştı. dizayn olarak güzel. ama bataryası çok kötü az gidiyor ve telefon çok ısınıyor. aldığıma pişman oldum. ,negative
427,"telefon güzel fakat, kamerayı açarken donuyor, sürekli aç kapa kapıyorum, bence s5 daha iyi. özelliğine göre çok pahalı bence.",negative
428,"arkadaşlar herkes aşık bu cihaza , güzel günlük kullanım için çok ideal.",negative
429,"ancak kimse söylemiyor 16 gb lik alırsak 10 gb yer olduğunu ve video çekerken 4 k da dakikada 375 mb yer kapladığını, 2 oyun 2 uygulama yuklersek geriye kalan alanla hiçbirşey yapamıyoruz kapasite dolu! arkadaşlar 128 gb lik olan serisini alın lütfen",negative
430,salı günü verdiğim sipariş cumartesi günü bile elime ulaşmadı.şimdi bayram sonrasına kalacak.aynen hari̇ka si̇te teşekkürler hepsi̇burada,negative
431,cihaza diyecek söz tek kelimeyle mükemmel ancak sevkiyat açısında yetersiz pazartesi sabahı sipariş verdim çarşamba günü dayanamayıp kargo şubesinden gidip kendim aldım,negative
432,"ne kadar bilişim kurdu olursanız olun değmez, mail+office+rdp+whatsapp+skype+facebook+twitter+instagram+fotoğraf+video+bu ve bunlar gibilerini uzun süre rahatça donma kasma yapmadan windows phone larda bulabilirsiniz.",negative
433,"bu ürünü alıp boşuna para vermeyin. çok vasat bir makine. süt için bir haznesi yok, latte ve capucino yapacaksanız sütü bardağa koyup altına tutacaksınız. süt soğuk olursa kahvede soğuk, sıcak su ayarı sabit yükseltemezsiniz. sütü ocakta ısıtarak koyacaksam bu makineye ne gerek var ozaman. bir tek kahveyi, sütü köpürtmeye yarıyor başka bir işe yaramıyor. yani aldığıma pişman oldum.",negative
434,çok kötü hiç beklediğim gibi değil,negative
435,"ürünü alalı 6 ay oldu ama sorunsuz  6 kahve içemedik, temizlik yapmaktan bıktık, alacaksaniz kesi̇nli̇kle bunu almayin pi̇şmanlik ...........",negative
436,sütlü nescafe yapacaksanız almayın. çünkü sütü ısıtmıyor siz sütü ilave ederseniz kahve soğuyor. sade yada beyazlatıcılı kahve tadı idare eder.,negative
437,ürün kullanımı konusunda sürekli temizlik istiyor ve temizlenmediğinde çalışmıyor. ayrıca hiç bir artı özelliği yok normal 3ü 1 arada alip yapsaniz daha lezzetli oluyor tavsiye etmiyorum. kullanmıyoruz artık ofisin bir köşesinde süs olarak duruyor.,negative
438,standart nescafe kullanması avantajlı ancak su miktarı artırmadan sertlik  ayarı yok. kullandığı kahve miktarı sabit ayarlanamıyor. su ayarını artırınca da koca kupa harici yumuşak tadlı kahve içemiyorsunuz,negative
439,hiç boşuna para vermeyin sadece azcık köpürtüyor. seker de atamıyorsunuz. sade kahve latte ve cappucino hepsi aynı ,negative
440,"kahveyi bardağa koyup karıştırmaya üşenenler alsın derim. hazır kahveyle  espresso, cappuccino, americano yapamazsınız. makinenin de tek yaptığı sütü köpürtmek zaten. ",negative
441,"sütün üzerine su püskürterek köpürtüyor. üstünede nescafe döküyor. oluyor size ılık, sulu ve sütlü nescafe! gerçek kahve makinalarının tadı veya formatı ile uzaktan, yakından alakası yok! yorumları okudukça dehşete düşüyorum. kısaca kahve kültürümüz yok!",negative
442,"ürün i̇yi̇ fakat soğuk oluyor i̇stedi̇ği̇n kadar isit, sütü isitmak ayrica bi̇r uğraş alani tad olarak çok i̇yi̇ deği̇l bütün kahveler 3ü bi̇r arada gi̇bi̇ yapiyor tad farki yok ",negative
443,"fırını c.tesi sipaariş verdim az önce elime ulaştı fırın güzel, digital, ama içi bildiğin sac deneme yaptım fırının üstü ısınıyor arızalanan arçelik fırınım ısınmıyordu.",negative
444,kumandası hiç iyi değil.kumandada hiç tuş yok kullanması zor oluyor,negative
445,"edp olma iddiasında bir parfüm için kalıcılığı çok kötü, hiç yok gibi aman fazla sıkmayın kimse yanınıza yaklaşamaz sonra şeklinde yorumlar var fakat hiçte öyle değil oldukça fazla sıkmama rağmen hiç bir şekilde kokusu alınmıyor kalıcılığının zayıf olması dışında idare eder oryantal baharatlı herhangi bir koku gibi",negative
446,kalıcı değil,negative
447,hiç bir kalıcılığı yokkk almanızı tavsiye etmiyorum  kokuyu anca kendiniz alabiliyor sanız yanı başında nızda olan kişi bile kokuyu alamıyor çok kötü çok kötü çok kötü,negative
448,bende orjinali var ama kokusu kalıcı değil kokusu güzel ama,negative
449,edp olduğuna aldanmayın tamamen satış amaçlı. kalıcılığı neredeyse yok. bir saatte geçiyor gidiyor. kokuda ilk yarım saat güzel kokuyor baharatlar. ağır ama güzel bir kış ve gece kokusu.,negative
450,bu fiyata çok daha kalıcı ve farkedilir kokular var mesela black orchid mesela dior homme serisi...kötü koku kesinlikle değil toilette olsa 5 yıldız da verirdim ama bi parfümden daha fazladını beklerdim,negative
451,ürün üç gün önce elime geçti.güzel koku fakat kalıcılığı fazla yok,negative
452,"bu kadar ağar bir koku olduğunu bilseydim almazdım. yazın kesinlikle kullanılmaz, sıkıpta girdiğiniz ortamı boğabilirsiniz. alacak arkadaşların dikkatine....",negative
453,isıtma ve cay demlemede sorun yok iş yerinde kullanıyoruz 1 yıl icinde otomatik acma kapama düğmesi arızalanıyor ,negative
454,"üst kısım konmazsa termostat atmıyor, dolayısı ile yakma olasılığınız çok yüksek",negative
455,alt ve üst kısımlarda taşma ya da dökülmeyi önlemek için çeper yapılmış ancak bu içeride bir miktar sıvı kalmasına sebep oluyor (mesela akşamdan kalan çay bir türlü dökülmüyor),negative
456,"bundan 4-5 yıl önce aynı görüntülü arçelik çay makinesi almıştım, kalitesi çok iyiydi. maalesef yeni aldığımın kalitesi çok kötüleşmiş. demlik doluyken alt tablanın üzerinde dengeli duramıyor, elinizle hafifçe dokunun sallanıyor, sanki devrilecekmiş hissi veriyor. tavsiye etmiyorum.",negative
457,bahsedildiği gibi çok çok iyi bir ürün değil. benim gözlemlediğim eksileri; ,negative
458,*içinden çıkan plastik süzgeç kullanışlı değil. zaten bu tarz ürünleri plastik olduğu için kullanmak istemiyorum.,negative
459,*demliğin iç yüzeyinin kenarları içe doğru olduğu için temizlerken zorluk çıkarıyor. çaylar içerisine giriyor.,negative
460,*makine demleme özelliği sürekli çalıştığı için çayın yanma durumu var. keşke ara sıra dursa ve su soğuduğu zaman çalışsa. ,negative
461,ürün bir gün gecikmeli geldi önemli değil bu ancak ürün iyi değil.,negative
462,"demliğin i̇çerisindeki süzgeç çok küçük oraya buraya uçup duruyor ve ayrıca çelik olmayan plastik  bölümleri var. süzgeç küçük olduğu için çay iyice çökmemiş ise çay taneleri bardakta geziyor.kapak plastik ilk gün zor açılıp kapandı, bugün ise tutmuyor.",negative
463,indirimdeydi diye aldım,negative
464,çelik kısmı ince plastik süzgeç bağımsız hareket ediyor. plastik kapak yerine metal olsaydı daha iyiydi. plastik koku yapıyor daha iki kez kullandım,negative
465,kordon uzunluğu gayet iyi,negative
466,urun güzel olmasına güzel ama kapak zor kapanıyor hiç güzel bir kapağı yok arçelik urunune yakismamis,negative
467,verilen parayı hak eden bir ürün fakat demligin içindeki çay aparatı pek hoş degil celigi kalitesi güzel .,negative
468,ürün genel itibariyle iyi fakat demliğin içindeki süzgeç çok uydurma yapılmış. demliğin içerisinde kafasına göre takılıyor.,negative
469,bir yıldır kullanmaktayız çok çay için biriyim günde 4-5 sefer çay demlerim çok çabuk kaynatıyor çayıda iyi oluyor görünüşüde çok şık amaaaa bir yılda bozuldu alttaki elektrik açma anahtarı bozuldu bence yoğun kullanmalara fazla dayanmıyor alıcakların bilgisine.,negative
470,"vitesleri geçişleri sıkıntılı, çamurlukları kalitesiz, frenleri güzel, ucuz parçalar kullanılmış bu fiyata daha iyi olmalıydı.",negative
471,saatin ekran ışığı çok düşük olduğu için rakamların okunması biraz zor. ayrıca saatin için analog saat modellerinin kılavuzu çıktı. kullanımı çözmek için epey zorlandım...,negative
472,benim telefon general mobile discovery. telefonu görmüyor.. onun dışında  işinizi görür..,negative
473,hem usb hem android girişi aynı anda bağlanabilir diye görünüyor ama aynı anda kullanılmıyor,negative
474,ürünün dijital performansı iyi ancak hareketli aksamı çok sağlıksız. ortadaki hareket eden aparat daha bir hafta olmadan sağa sola hareket etmeye başladı kendiliğinden. ,negative
475,ürünü telefonda kullanamiyorum çalişmiyor,negative
476,"ürünü bir senedir kullanıyorum. ve hiç memnun değilim . bir tarafa çamaşır astığımda , sanki her an düşücek gibi duruyor. balkonda frenleri kapatmama rağmen rüzgar da askılık uçup gidiyordu az kalsın.:( ",negative
477,"askılık havaya kaldirilinca  ayakliklari çıkıyo , ayakliklari kısmını ana gövdeye bağlantı için vida yeri filanda yok,bu haliyle kullanılmaz iade talebinde bulundum",negative
478,küçük.,negative
479,ürün çok sallanıyor. ücret verimlilik bakımından yetersiz. ,negative
480,"merhaba yorumları okuyarak almıştım ama tek korkum hatalı parçalardı , kurulumu  en sonunda borunun iki tanesinde delik bulunmuyordu büyük yıkım oldu benim için :) şuanda evde kurulumu eksikte olsa duruyor çamasırda astım paketleyip geri göndermek inanın eziyet gibi geldi ,, tekrar alırmıydım ..hayirrrrrr. bence bu ürün paketlenmeden önce parçaları tek tek kontrol edilmeli ",negative
481,bağlantı elemanları sorunlu. borularında delik eksiği var. cıvatalar çok kısa somunları tutmuyor. tasarımı hoşumuza gittiği için almıştık şimdi memnun değiliz. ,negative
482,ürün kullanışlı fakat kullanılışı çok zor. çok hafif olduğundan kullanım esnasında devrilme sallanma oluyor.,negative
483,ürünü almadan önce aynı resimdeki gibi raf olarakta çamaşırlarımı yerleştirmeden önce bekletebilirim gibi düşündüm fakat o rafların düz durması gibi beklenti içine girmeyin en ufak bi çamaşır asıldığında ağırlıktan aşağı doğru kapandığı için kapanma pozisyonuna geçiyor.,negative
484,maalesef uzun borular bır tarafı delık var bır tarafında delık yok.yapılan kurulum detayşı degıl yanlıs ben sacmalamıslar dıye dusundum gıttım bı demırcı delık deldırdım bılgınız olsun,negative
485,menü açılmıyor arka kamera kayıt yapmıyor park modu için ayrı bir kablo istiyor sigortaya bağlamak için bunların dışında görüntü kalitesi mükemmel,negative
486,"havalandırma deliklerini göremedim , ürün genel olarak , fayda/fiyat oranına bakılırsa güzel, iki adeti zayiatlı şekilde geldi. kenarlarındaki silikon kapatma aparatlarını sağlam bulmadım. yine de teşekkürler.",negative
487,"idare eder, ihtiyacıma cevap vereceğini düşünerek aldım (10 ad.60 tl) çok kaliteli değil bana göre daha ekonomik denk getirilirse alınabilir. ben çoğunlukla bu siteden alışveriş yaparım, genel olarakda satıcısı hepsiburada olan ürünleri alıyorum, hızlı kargo zamanında teslim teşekürler hepsiburada sitesine...",negative
488,"bi çift ayakkabı içine sığmıyor, ayakkabının tekini koyabilirsiniz yalnızca. görsellerde ve açıklamalarda belirtildiği gibi de kaliteli değil.",negative
489,kapımın altına sığmadı kestim sonra yine sığmadı. balkon kapım için almıştım; ancak mümkün değil kapı kapanmıyor. kestiğim için iadede de edemiyorum. ,negative
490,"biraz daha kaliteli malzeme kullanılsaydı ve biraz daha özenle üretilseydi, maaliyeti 1 tl bile daha artmazdı, ancak daha güzel ve uzun ömürlü bir malzeme olurdu. kumaş çok kalitesiz, kapı açılıp kapandıkça bir süre sonra yırtılacağını tahmin ediyorum. en ucuzunu üretmek tek hedef olmamalı diye düşünüyorum.",negative
491,göründüğü gibi tok durmuyor. kapıyı da biraz sıkıştırıyor ama yine de işlevsel,negative
492,sıfır kalite.gorundugu gibi değil. her kapıya olmaz..,negative
493,kılıfından çıkarıp öyle kullanın. kılıf cok cok bol ,negative
494,tek kelimeyle çok kötü,negative
495,çelik kapı için almayın da diğerlerinede fena değil ,negative
496,"cok kotu ve kalitesiz. urunun kalici parcasi olan kilifini, ambalaji sandik ve yirttik, o derece kalitesiz (kilif olduguna inanamayacaginiz kadar basit bir malzeme). cocuklar icinden cikan malzemeyi (havuz makarnasi benzeri) ikiye boldu, oyuncak niyetine kullaniyor. hic degilse o ise yaradi. kapi altina havlu koyun daha iyi. hepsiburada'nin kendi sattigi urunlerden biri olmasi (alt magazalar harici) cok sasirtici. belirli bir kalite kriteri olmali. ""fiyatina paralel kalite"" aciklamasi bir yere kadar, bu urun o mertebenin altinda kaliyor.",negative
497,dış kapının eşiğini engellediği için kullanamadim. boşa verilen bir para oldu benim için. ,negative
498,indirimdeyken aldim. hb sayesinde hizli olarak geldi. yapi itibari ile cok basit. daha iyisini kendiniz yapabilirsiniz. renk seçeneği yok kullandığınız hicbir esya ile uyum saglayacagini dusunmuyorum.,negative
499,fena degil.,negative
500,ürün bildiğin sünger kapıyla birlikte hareketi çok zor halı falan varsa zaten hiç işlem yapmıyor açılıp kapanmaz bunu alacağınıza sünger alın yapıştırsaydım kapının arkasına daha iyi aldık bir kere ama son alışım,negative
501,iş görür. kalite beklemeyin.,negative
502,çok kötü özensiz yapılmış bir iş olursa olur niteliğinde,negative
503,dar kapi altları icin kullanışlı ancak giriş kapısı icin almıştım olmadı,negative
504,"ürün çok basit bir ürün,her iki tarafı açık olan kapı altlarına konarsa rüzgarı ,tozu,böcek v.s girişini keser ama görüntüsü rahatsızlık verici",negative
505,kesinlikle tavsiye etmiyorum kapının altına bez sıkıştırsam bundan iyi olurdu. bilsem almazdım,negative
506,resimdeki görselle hiç bir alakası yok. tavsiye etmem ,negative
507,"bu yorumdaki düşük puanım, ürünün çok uzun süren ulaştırma süresi içindir. ürün, siparişi verdiğim gün kargoya verilmeliydi. ama geç verildi, ve siparişi verdiğim günden nerdeyse 1 hafta sonra elime geçti.",negative
508,"yoksa ürüne lafım yok, oldukça güzel, ve faydalı.",negative
509,gorundugu gibi degil..hic tavsiye etmem,negative
510,2 adet boru yalıtım malzemesi kötü bir kumaşla birleştirilmiş görsel ile hiç alakası yok. çok çirkin bir görüntü oluşturuyor.,negative
511,ben kauçuk olacağını sanıyordum. resimden de o izlenim verilmiş.basit bir şey. hoşuma gitmedi,negative
